image_path,image_group,frame_id,model_detection_count,model_strong_count,model_weak_count,model_noise_count,new_strong_count,new_review_count,new_color_corrected_count,new_weak_count,new_noise_count,heuristics_count,old_policy_debug_path,new_policy_debug_path,heuristics_only_debug_path,comparison_debug_path
images_weak_noise_raw/weak_20260630_103754_000038.jpg,images_weak_noise_raw,167,6,0,4,2,0,0,0,4,2,0,policy_replay_lab/outputs/session_20260630_103628/analysis/old_policy_debug/frame_000167_weak_20260630_103754_000038.jpg,policy_replay_lab/outputs/session_20260630_103628/analysis/new_policy_debug/frame_000167_weak_20260630_103754_000038.jpg,policy_replay_lab/outputs/session_20260630_103628/analysis/heuristics_only_debug/frame_000167_weak_20260630_103754_000038.jpg,policy_replay_lab/outputs/session_20260630_103628/analysis/comparison_debug/frame_000167_weak_20260630_103754_000038.jpg
images_weak_noise_raw/weak_20260630_103756_000039.jpg,images_weak_noise_raw,168,4,0,2,2,0,0,0,2,2,0,policy_replay_lab/outputs/session_20260630_103628/analysis/old_policy_debug/frame_000168_weak_20260630_103756_000039.jpg,policy_replay_lab/outputs/session_20260630_103628/analysis/new_policy_debug/frame_000168_weak_20260630_103756_000039.jpg,policy_replay_lab/outputs/session_20260630_103628/analysis/heuristics_only_debug/frame_000168_weak_20260630_103756_000039.jpg,policy_replay_lab/outputs/session_20260630_103628/analysis/comparison_debug/frame_000168_weak_20260630_103756_000039.jpg
images_weak_noise_raw/weak_20260630_103759_000040.jpg,images_weak_noise_raw,169,24,1,15,8,1,1,4,10,8,1,policy_replay_lab/outputs/session_20260630_103628/analysis/old_policy_debug/frame_000169_weak_20260630_103759_000040.jpg,policy_replay_lab/outputs/session_20260630_103628/analysis/new_policy_debug/frame_000169_weak_20260630_103759_000040.jpg,policy_replay_lab/outputs/session_20260630_103628/analysis/heuristics_only_debug/frame_000169_weak_20260630_103759_000040.jpg,policy_replay_lab/outputs/session_20260630_103628/analysis/comparison_debug/frame_000169_weak_20260630_103759_000040.jpg
images_weak_noise_raw/weak_20260630_103800_000041.jpg,images_weak_noise_raw,170,3,0,3,0,0,0,0,3,0,0,policy_replay_lab/outputs/session_20260630_103628/analysis/old_policy_debug/frame_000170_weak_20260630_103800_000041.jpg,policy_replay_lab/outputs/session_20260630_103628/analysis/new_policy_debug/frame_000170_weak_20260630_103800_000041.jpg,policy_replay_lab/outputs/session_20260630_103628/analysis/heuristics_only_debug/frame_000170_weak_20260630_103800_000041.jpg,policy_replay_lab/outputs/session_20260630_103628/analysis/comparison_debug/frame_000170_weak_20260630_103800_000041.jpg
images_weak_noise_raw/weak_20260630_103802_000042.jpg,images_weak_noise_raw,171,7,0,4,3,0,0,1,3,3,0,policy_replay_lab/outputs/session_20260630_103628/analysis/old_policy_debug/frame_000171_weak_20260630_103802_000042.jpg,policy_replay_lab/outputs/session_20260630_103628/analysis/new_policy_debug/frame_000171_weak_20260630_103802_000042.jpg,policy_replay_lab/outputs/session_20260630_103628/analysis/heuristics_only_debug/frame_000171_weak_20260630_103802_000042.jpg,policy_replay_lab/outputs/session_20260630_103628/analysis/comparison_debug/frame_000171_weak_20260630_103802_000042.jpg
images_weak_noise_raw/weak_20260630_103803_000043.jpg,images_weak_noise_raw,172,14,0,12,2,0,2,2,8,2,1,policy_replay_lab/outputs/session_20260630_103628/analysis/old_policy_debug/frame_000172_weak_20260630_103803_000043.jpg,policy_replay_lab/outputs/session_20260630_103628/analysis/new_policy_debug/frame_000172_weak_20260630_103803_000043.jpg,policy_replay_lab/outputs/session_20260630_103628/analysis/heuristics_only_debug/frame_000172_weak_20260630_103803_000043.jpg,policy_replay_lab/outputs/session_20260630_103628/analysis/comparison_debug/frame_000172_weak_20260630_103803_000043.jpg
images_weak_noise_raw/weak_20260630_103805_000044.jpg,images_weak_noise_raw,173,13,0,10,3,0,0,0,10,3,1,policy_replay_lab/outputs/session_20260630_103628/analysis/old_policy_debug/frame_000173_weak_20260630_103805_000044.jpg,policy_replay_lab/outputs/session_20260630_103628/analysis/new_policy_debug/frame_000173_weak_20260630_103805_000044.jpg,policy_replay_lab/outputs/session_20260630_103628/analysis/heuristics_only_debug/frame_000173_weak_20260630_103805_000044.jpg,policy_replay_lab/outputs/session_20260630_103628/analysis/comparison_debug/frame_000173_weak_20260630_103805_000044.jpg
images_weak_noise_raw/weak_20260630_103807_000045.jpg,images_weak_noise_raw,174,4,0,2,2,0,0,0,2,2,0,policy_replay_lab/outputs/session_20260630_103628/analysis/old_policy_debug/frame_000174_weak_20260630_103807_000045.jpg,policy_replay_lab/outputs/session_20260630_103628/analysis/new_policy_debug/frame_000174_weak_20260630_103807_000045.jpg,policy_replay_lab/outputs/session_20260630_103628/analysis/heuristics_only_debug/frame_000174_weak_20260630_103807_000045.jpg,policy_replay_lab/outputs/session_20260630_103628/analysis/comparison_debug/frame_000174_weak_20260630_103807_000045.jpg
images_weak_noise_raw/weak_20260630_103808_000046.jpg,images_weak_noise_raw,175,3,0,0,3,0,0,0,0,3,0,policy_replay_lab/outputs/session_20260630_103628/analysis/old_policy_debug/frame_000175_weak_20260630_103808_000046.jpg,policy_replay_lab/outputs/session_20260630_103628/analysis/new_policy_debug/frame_000175_weak_20260630_103808_000046.jpg,policy_replay_lab/outputs/session_20260630_103628/analysis/heuristics_only_debug/frame_000175_weak_20260630_103808_000046.jpg,policy_replay_lab/outputs/session_20260630_103628/analysis/comparison_debug/frame_000175_weak_20260630_103808_000046.jpg
images_weak_noise_raw/weak_20260630_103810_000047.jpg,images_weak_noise_raw,176,3,0,1,2,0,0,0,1,2,0,policy_replay_lab/outputs/session_20260630_103628/analysis/old_policy_debug/frame_000176_weak_20260630_103810_000047.jpg,policy_replay_lab/outputs/session_20260630_103628/analysis/new_policy_debug/frame_000176_weak_20260630_103810_000047.jpg,policy_replay_lab/outputs/session_20260630_103628/analysis/heuristics_only_debug/frame_000176_weak_20260630_103810_000047.jpg,policy_replay_lab/outputs/session_20260630_103628/analysis/comparison_debug/frame_000176_weak_20260630_103810_000047.jpg
